ssfe-ttt,ssfe-svd,s_rank
23.066383131640297,19.835710711185286,4.216581014651025
9336.245197026452,14.720325723608697,6.734362736572595
718.0023777897067,42.65701308907247,7.015203048480124
54.43538772876449,13.755615881011497,6.653901642823589
1587.1486797609152,5.09692806894866,8.808859091398947
2.0026704272430584,2.2005097382666023,5.779047549111412
3.9597980131249604,4.204205631916324,3.155693015161082
5.02167945612049,1.880054035417595,5.177112779438282
3.930100126089717,1.55532436903078,4.191483059019966
1.7825987482888648,1.5566413681629188,9.53363634176896