ssfe-ttt,ssfe-svd,rcond
22.639705881537555,13.217325218935734,9.033252966547906e-17
88.29310367742416,6.049434340908774,1.3784191406179031e-17
100.16061708387194,8.959675421299366,7.472372664366424e-17
5.251668534790591,6.942723448220201,7.440172684975169e-17
176.16938213970377,4.239759817722612,4.760383714814809e-17
0.9142911956476079,1.0564779893799197,3.7096568138820495e-17
2.1011008722479554,1.4617721167316784,9.261711804249472e-17
1.881239359952118,1.5955593353770405,4.0343921509088597e-17
1.1979298424171572,1.2640993051940952,9.002552191004448e-17
1.094542594093368,1.2349231596960615,4.702477305990616e-17